2025-05-20 20:29:52,357 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User testuser_5369 logged in
2025-05-20 20:29:52,568 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User testuser_5369 logged in
2025-05-20 20:29:52,800 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User admin logged in
2025-05-20 20:30:19,202 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User admin logged in
2025-05-20 20:30:19,395 - SECURITY | Type: USER_REGISTERED | Severity: INFO | Details: User testuser_7660 registered
2025-05-20 20:30:19,586 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User testuser_7660 logged in
2025-05-20 20:30:19,790 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User testuser_7660 logged in
2025-05-20 20:43:02,668 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User admin logged in
2025-05-20 20:43:02,864 - SECURITY | Type: USER_REGISTERED | Severity: INFO | Details: User testuser_5930 registered
2025-05-20 20:43:03,054 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User testuser_5930 logged in
2025-05-20 20:43:03,257 - SECURITY | Type: LOGIN_SUCCESS | Severity: INFO | Details: User testuser_5930 logged in
2025-05-20 20:50:28,617 - SECURITY | Type: STARTUP | Severity: INFO | Details: API Server started, version=3.0.0
